nom_scientifique,ID,nom_commun,autres_noms,id_famille,taille_adulte_₋,taille_adulte_₊,profondeur_habituelle_-,profondeur_habituelle₊,Colonne_d_eau,reglementation,danger,mode_de_vie,entrainement_modele,A_entrainer,Cotes_françaises,Mediterranée,Atlantique,Manche,Mer du Nord,Pêche_commerciale,IUCN_red_list,citation_ouvrages,citation_doris,lien_fiche_doris,Unnamed: 3,label,nb_images
Seriola dumerili,89,La grande seriole,,20,100.0,130,20.0,70.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LESUR Nathalie, ZIEMSKI Frédéric in : DORIS, 12/12/2020 : Seriola dumerili (Risso, 1810)",https://doris.ffessm.fr/ref/specie/376,,99,286.0
Seriola fasciata,91,La seriole babiane,,20,55.0,65,20.0,70.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Seriola rivoliana,92,La seriole limon,,20,80.0,90,30.0,70.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Serranus atricauda,262,Le serran à queue noire,,61,20.0,30,10.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Serranus cabrilla,261,Le serran -chevrette,,61,25.0,30,5.0,90.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LAMARE Véronique, CASTILLO Jean-Pierre, PASTOR Jérémy in : DORIS, 19/04/2021 : Serranus cabrilla (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/146,,34,693.0
Serranus hepatus,259,Le serran-tambour,,61,10.0,15,30.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Serranus scriba,260,Le serran ecriture,,61,25.0,30,5.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DIDIERLAURENT Sylvie, CASTILLO Jean-Pierre, LAMARE Véronique in : DORIS, 19/04/2021 : Serranus scriba (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/144,,33,1223.0
Siganus luridus,243,Le poisson lapin à queue tronquée,,55,20.0,25,1.0,10.0,près du fond,,épines venimeuses,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MARAN Vincent, CHARBONNEL Eric, QUIGNARD Jean-Pierre, ZIEMSKI Frédéric in : DORIS, 27/03/2021 : Siganus luridus (Rüppell, 1829)",https://doris.ffessm.fr/ref/specie/2561,,29,438.0
Siganus rivulatus,244,Le poisson lapin à ventre strié,,55,25.0,30,1.0,60.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.","DORIS, 15/01/2023 : Siganus rivulatus Forsskål & Niebuhr, 1775",https://doris.ffessm.fr/ref/specie/3658,,30,353.0
Silhouettea aegyptia,424,Le gobie égyptien,,85,3.5,4.4,1.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sillago sihama,275,Le pêche-madame argenté,,63,20.0,25,1.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Similiparma lurida,251,La demoiselle à ailes bleues,,57,10.0,15,0.0,35.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Solea aegyptiaca,554,La sole ègyptienne,,117,20.0,30,1.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Solea senegalensis,555,La sole du Sénégal,,117,35.0,60,0.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Solea solea,553,La sole commune,,117,35.0,40,0.0,80.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MARAN Vincent, GRIOCHE Alain, ZIEMSKI Frédéric in : DORIS, 07/11/2020 : Solea solea (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/135,,88,375.0
Somniosus microcephalus,617,Le laimargue du Groenland,,133,100.0,140,200.0,400.0,,,Chair toxique à l'état frais,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," GALLANT Jeffrey, FEY Laurent in : DORIS, 27/03/2021 : Somniosus microcephalus (Bloch et Schneider, 1801)",https://doris.ffessm.fr/ref/specie/865,,,
Sparisoma cretense,241,Le poisson-perroquet,,54,25.0,35,3.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, MENUT Thomas in : DORIS, 07/12/2021 : Sparisoma cretense (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/4462,,28,894.0
Sparus auratus,190,La dorade royale,,44,50.0,60,10.0,30.0,près du fond,,,,oui,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LAMARE Véronique, CASTILLO Jean-Pierre, PASTOR Jérémy in : DORIS, 02/10/2021 : Sparus aurata Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/465,,8,772.0
Speleogobius trigloides,411,Le gobie cavernicole trigloïde,,85,2.0,2.3,8.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sphoeroides marmoratus,319,Le tétraodon marbré,,76,18.0,20,5.0,30.0,près du fond,,"Peau, foie et gonades extrêmement toxiques ( présence de tétraodontoxine)",,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sphoeroides pachygaster,320,Le tétraodon à tête carrée,,76,15.0,25,20.0,200.0,près du fond,,"Peau, foie et gonades extrêmement toxiques ( présence de tétraodontoxine)",,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sphyraena pinguis,102,La bécune à ligne jaune,,24,30.0,40,0.0,20.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sphyraena sphyraena,100,Le brochet de mer,,24,60.0,80,5.0,40.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sphyraena viridensis,101,La bécune bouche jaune,,24,100.0,120,5.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MALIET Vincent, KUPFER Michel in : DORIS, 13/07/2021 : Sphyraena viridensis Cuvier, 1829",https://doris.ffessm.fr/ref/specie/689,,0,309.0
Sphyrna lewini,649,Le requin marteau halicorne,,142,300.0,350,10.0,50.0,,,,"Souvent côtier, mais aussi en pleine mer",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," FEUGAS Marie-Pierre, MALIET Vincent, LAMARE Véronique in : DORIS, 19/04/2021 : Sphyrna lewini (Griffith & Smith, 1834)",https://doris.ffessm.fr/ref/specie/2484,,,
Sphyrna mokarran,651,Le grand requin marteau,,142,400.0,450,0.0,100.0,Requin de pleine eau,,On rapporte des attaques de baigneurs et pêcheurs sous marins,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," STEFANESCU Dan, FEY Laurent, HUET Sylvie in : DORIS, 07/09/2022 : Sphyrna mokarran (Rüppell, 1837)",https://doris.ffessm.fr/ref/specie/3902,,,
Sphyrna zygaena,650,Le requin marteau commun,,142,350.0,420,0.0,20.0,,,,"Requin de pleine mer , s’approchant des côtes",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," VIEUX-INGRASSIA Jean-Vincent, JEGLOT Samuel in : DORIS, 29/11/2020 : Sphyrna zygaena Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/4904,,,
Spicara maena,34,La mendole,,12,20.0,23,5.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Spicara maena,36,Le gerle,,12,18.0,22,5.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Spicara melanurus,35,La mendole queue noire,,12,25.0,30,1.0,200.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Spicara smaris,37,Le picarel,,12,15.0,20,15.0,70.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Spinachia spinachia,307,L’epinoche de mer,,72,18.0,20,1.0,5.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Spondyliosoma cantharus,191,La canthare,,44,30.0,45,10.0,60.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, PEAN Michel, GUICHARD Benjamin in : DORIS, 06/12/2022 : Spondyliosoma cantharus (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/742,,9,340.0
Spratelloides delicatulus,13,Le hareng rond,,1,6.0,7,0.0,20.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sprattus sprattus,3,Le sprat,,1,12.0,15,5.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Squalus acanthias,610,L'aiguillat commun,,130,90.0,110,10.0,200.0,Pres du fond,,,Vit sur fonds meubles,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," COURAU Aurelia, HUET Sylvie in : DORIS, 14/11/2020 : Squalus acanthias Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/4909,,,
Squalus blainville,611,L'aiguillat Galludo,,130,80.0,110,15.0,70.0,,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Squalus megalops),612,L'aiguillat à nez court,,130,50.0,75,30.0,750.0,,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Squatina aculeata,654,L’ange de mer épineux,,144,130.0,200,30.0,500.0,Vit sur le fond,,,Fréquente les fonds vaseux.,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Squatina oculata,655,L’ange de mer ocellé,,144,140.0,160,20.0,100.0,Vit sur le fond,,,Fréquente les fonds sablo-vaseux,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Squatina squatina,653,L’ange de mer commun,,144,180.0,200,5.0,100.0,Vit sur le fond,,,"Fréquente les fonds sablo-vaseux, herbiers et fonds rocheux. Activité surtout nocturne.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," JABOULAY Annie, SITTLER Alain-Pierre, CHANET Bruno in : DORIS, 28/04/2023 : Squatina squatina (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/1511,,,
Stephanolepis diaspros,316,La bourse réticulée,,75,18.0,20,1.0,60.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Stephanolepis hispida,315,La bourse brune,,75,15.0,18,2.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Stromateus fiatola,27,La fiatole,,6,40.0,55,10.0,70.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Symphodus bailloni,223,Le crénilabre de Baillon,,53,15.0,18,1.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Symphodus caeruleus,234,Le centrolabre bleu,,53,15.0,21,0.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Symphodus cinereus,227,Le crénilabre cendré,,53,8.0,10,5.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, PEAN Michel in : DORIS, 07/05/2021 : Symphodus cinereus (Bonnaterre, 1788)",https://doris.ffessm.fr/ref/specie/626,,21,390.0
Symphodus doderleini,226,Le crénilabre de Doderlein,,53,8.0,10,5.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Symphodus mediterraneus,228,Le crénilabre méditerranéen,,53,10.0,15,3.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, PEAN Michel in : DORIS, 07/05/2021 : Symphodus mediterraneus (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/667,,22,379.0
Symphodus melanocercus,230,Le crénilabre à queue noire,,53,9.0,11,3.0,15.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Symphodus melops,224,Le crénilabre de melops,,53,15.0,20,2.0,15.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LESUR Nathalie, MARAN Vincent, ZIEMSKI Frédéric in : DORIS, 07/11/2020 : Symphodus melops (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/167,,19,407.0
Symphodus ocellatus,225,Le crénilabre ocellé,,53,8.0,10,1.0,15.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, PASTOR Jérémy, PEAN Michel in : DORIS, 07/05/2021 : Symphodus ocellatus (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/643,,20,305.0
Symphodus roissali,221,Le crénilabre à 5 taches,,53,12.0,15,1.0,10.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, GUICHARD Benjamin, PEAN Michel in : DORIS, 07/05/2021 : Symphodus roissali (Risso, 1810)",https://doris.ffessm.fr/ref/specie/609,,18,341.0
Symphodus rostratus,229,Le sublet,,53,8.0,10,3.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LAMARE Véronique, CASTILLO Jean-Pierre, PASTOR Jérémy in : DORIS, 20/04/2021 : Symphodus rostratus (Bloch, 1791)",https://doris.ffessm.fr/ref/specie/142,,23,327.0
Symphodus tinca,220,Le crénilabre tanche,,53,25.0,30,1.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, PEAN Michel, GUICHARD Benjamin in : DORIS, 30/11/2022 : Symphodus tinca (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/604,,17,1160.0
Symphodus trutta,232,Le centrolabre truite,,53,12.0,14,1.0,10.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Symphurus ligulatus,567,La plagusie longue,,118,8.0,10,20.0,800.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Symphurus nigrescens,568,La plagusie sombre,,118,10.0,12,47.0,1000.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Synapturichthys kleinii,557,La sole tachetée,,117,25.0,40,10.0,120.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Synchiropus phaeton,474,Le dragonnet phaeton,,90,10.0,12,80.0,650.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Syngnathus abaster,594,Le syngnathe de lagune,,32,10.0,15,0.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Syngnathus acus,588,Le syngnathe aiguille,,32,30.0,40,1.0,15.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," ZIEMSKI Frédéric, LAMARE Véronique, CHANET Bruno in : DORIS, 20/04/2021 : Syngnathus acus Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/229,,93,305.0
Syngnathus phlegon,136,Le syngnathe épineux,,32,15.0,20,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Syngnathus rostellatus,590,Le syngnathe de Duméril,,32,15.0,17,1.0,15.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Syngnathus shmidti,137,Le syngnathe de Schmidt,,32,8.0,11,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Syngnathus taenionotus,593,Le syngnathe de l’Adriatique,,32,20.0,25,1.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Syngnathus tenuirostris,589,Le syngnathe à museau long,,32,30.0,39,1.0,25.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Syngnathus typhle,591,Le siphonostome atlantique,,32,20.0,25,1.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," REGUIEG Aedwina, SITTLER Alain-Pierre, COROLLA Jean-Pierre, KUPFER Michel, CHANET Bruno in : DORIS, 08/11/2020 : Syngnathus typhle Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/320,,94,281.0
Syngnathus typhle rondeleti,592,Le siphonostome de méditerranée,,32,30.0,35,5.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Synodus saurus,475,Le poisson-lézard rayé,,91,25.0,30,5.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, RIOS Joël in : DORIS, 11/11/2020 : Synodus saurus (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/1988,,76,283.0
Synodus synodus,476,Le poisson-lézard atlantique,,91,20.0,25,5.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Taurulus bubalis,369,Le chabot buffle,,84,14.0,16,1.0,30.0,Vivent sur le fond,,Epines de la tête venimeuses en période de reproduction (printemps),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MARAN Vincent, GUICHARD Benjamin, ZIEMSKI Frédéric in : DORIS, 15/01/2021 : Taurulus bubalis (Euphrasen, 1786)",https://doris.ffessm.fr/ref/specie/947,,58,335.0
Terapon puta,210,Le terapon à queue rayée ,,47,10.0,12,0.0,10.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Tetrapturus albidus,129,Le makaire blanc,,30,200.0,300,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Tetrapturus belone,131,Le marlin de mediterranée,,30,200.0,240,0.0,200.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Tetrapturus georgii,130,Le makaire bec fin,,30,150.0,200,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Tetrapturus pfluegeri,132,La makaire bécune,,30,200.0,250,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Tetrosomus gibbosus,327,Le poisson coffre pyramide,,78,20.0,30,1.0,100.0,près du fond,,Peau toxique,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Thalassoma pavo,238,La girelle-paon,,53,15.0,20,0.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MARTIN Jérôme, PEAN Michel, GUICHARD Benjamin in : DORIS, 30/11/2022 : Thalassoma pavo (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/744,,25,1686.0
Thorogobius ephippiatus,403,Le gobie léopard,,85,8.0,10,10.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Thorogobius macrolepis,404,Le gobie à grandes écailles,,85,5.0,6,20.0,40.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Thunnus alalunga,115,Le germon,,25,80.0,100,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Thunnus albacares,113,Le thon albacore,,25,160.0,200,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Thunnus obesus,114,Le thon obèse,,25,200.0,250,0.0,250.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Thunnus thynnus,112,Le thon rouge,,25,200.0,250,0.0,70.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Torpedo marmorata,683,La torpille marbrée,,150,60.0,80,10.0,100.0,Sur le fond,,Capable de produire des décharges electriques de 45 Volts,"Fonds sablo-vaseux côtiers, herbiers et proximité des rochers.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," REGUIEG Aedwina, SITTLER Alain-Pierre, MARAN Vincent in : DORIS, 19/09/2022 : Torpedo marmorata Risso, 1810",https://doris.ffessm.fr/ref/specie/321,Raie torpille,,
Torpedo nobiliana,684,La torpille noire,,150,100.0,180,10.0,565.0,"Sur le fond, parfois pleine eau",,Capable de produire des décharges electriques de 220 Volts,"Fonds meubles, adultes parfois en pleine eau.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Torpedo torpedo,685,La torpille ocellée,,150,50.0,60,1.0,100.0,Sur le fond,,Capable de produire des décharges electriques,Fonds meubles,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MALIET Vincent, SITTLER Alain-Pierre, CHANET Bruno, BURON Daniel in : DORIS, 30/08/2021 : Torpedo torpedo (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/1345,,,
Torquigener flavimaculosus,321,Le tétraodon constellé,,76,10.0,14,0.0,10.0,près du fond,,"Peau, foie et gonades extrêmement toxiques ( présence de tétraodontoxine)",,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Trachinotus ovatus,85,La palomine,,20,35.0,50,1.0,10.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MODRAK Gaël, CARO Valérie, MENUT Thomas in : DORIS, 09/09/2022 : Trachinotus ovatus (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/4352,,98,352.0
Trachinus araneus,481,La vive-araignée,,93,30.0,50,5.0,100.0,Vivent sur le fond,,"1ere nageoire dorsale venimeuse, piqure douloureuse",,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Trachinus draco,480,La grande vive,,93,30.0,35,5.0,20.0,Vivent sur le fond,,"1ere nageoire dorsale venimeuse, piqure douloureuse",,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," RIEHL Christian, PICHON Bernadette, ADER Denis, ANDRÉ Frédéric in : DORIS, 29/01/2021 : Trachinus draco Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/637,,77,335.0
Trachinus radiatus,482,La vive à tête rayonnée,,93,30.0,40,30.0,60.0,Vivent sur le fond,,"1ere nageoire dorsale venimeuse, piqure douloureuse",,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
